OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,ATTRIBUTES,MATH FIDELITY,CORE COUNT,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],INPUT_0_W,INPUT_0_Z,INPUT_0_Y,INPUT_0_X,INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W,INPUT_1_Z,INPUT_1_Y,INPUT_1_X,INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,INPUT_2_W,INPUT_2_Z,INPUT_2_Y,INPUT_2_X,INPUT_2_LAYOUT,INPUT_2_DATATYPE,INPUT_2_MEMORY,OUTPUT_0_W,OUTPUT_0_Z,OUTPUT_0_Y,OUTPUT_0_X,OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,CompileProgram_TT_HOST_FUNC [ns],HWCommandQueue_write_buffer_TT_HOST_FUNC [ns]
ShardedToInterleavedDeviceOperation,tt_dnn_device,738,0,{'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'},HiFi4,40,,80051728852,80052537343,808491,11679606010588,11679606015563,43782936,4975,4510,3851,234,988,1223,961,,0,0,1,1,1024,160,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,1,1,1024,160,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,['ttnn/cpp/ttnn/deprecated/tt_dnn/kernels/compute/eltwise_copy.cpp'],['eltwise_copy/8606387330663078081/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded_blocks_interleaved_start_id.cpp'],['reader_unary_sharded/15101280019659548953/'; 'writer_unary_sharded_blocks_interleaved_start_id/15530288891831265861/'],1,1,1,[163840.0],[327680.0],454008,5565
ShardedToInterleavedDeviceOperation,tt_dnn_device,739,0,{'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'},HiFi4,40,,80091799799,80093077060,1277261,11679645801249,11679645805720,39785686,4471,4006,3366,259,977,1229,971,,0,0,1,1,1024,160,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,1,1,1024,160,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,['ttnn/cpp/ttnn/deprecated/tt_dnn/kernels/compute/eltwise_copy.cpp'],['eltwise_copy/8606387330663078081/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded_blocks_interleaved_start_id.cpp'],['reader_unary_sharded/15101280019659548953/'; 'writer_unary_sharded_blocks_interleaved_start_id/15530288891831265861/'],1,1,1,[163840.0],[327680.0],716899,338750
UntilizeWithUnpadding,tt_dnn_device,740,0,{'fp32_dest_acc_en': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt)'; 'output_tensor_end': 'Shape([0; 1023; 4; 31])'; 'use_multicore': 'true'; 'use_pack_untilize': 'true'},HiFi4,64,,80321614796,80779260949,457646153,11680321781567,11680321823610,675975847,42043,41570,40927,32775,33315,30472,39198,,0,0,1,1024,32,32,TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1,1024,5,32,ROW_MAJOR,BFLOAT16,DEV_0_DRAM_INTERLEAVED,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize.cpp'],['pack_untilize/17469564950125280012/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize_with_unpadding/device/kernels/dataflow/writer_unary_stick_layout_split_rows_multicore.cpp'],['reader_unary_interleaved_start_id/9028800350131842514/'; 'writer_unary_stick_layout_split_rows_multicore/4346039909929996705/'],1,7570,7570,[277.03460693359375],[43.286659240722656],455903911,34970
TilizeWithValPadding,tt_dnn_device,741,0,{'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt)'; 'output_tensor_shape': 'Shape([1; 1024; 32; 32])'; 'pad_value': '0'; 'use_multicore': 'false'},HiFi4,1,,80780264991,81261306123,481041132,11680796986368,11680804858765,475162758,7872397,7871932,7871275,7870465,7870884,7856005,7863901,,0,0,1,1024,5,32,ROW_MAJOR,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1,1024,32,32,TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,['ttnn/cpp/ttnn/deprecated/tt_dnn/kernels/compute/tilize.cpp'],['tilize/11173863416043484983/'],['ttnn/cpp/ttnn/operations/data_movement/tilize_with_val_padding/device/kernels/dataflow/reader_unary_pad_dims_split_rows.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'],['reader_unary_pad_dims_split_rows/3057976061881958160/'; 'writer_unary_interleaved_start_id/8824421154216776209/'],1,7570,7570,[43.286659240722656],[277.03460693359375],480396851,15787
Transpose,tt_dnn_device,742,0,{'dim': 'TransposeOpDim::HC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'},,64,,81262086011,81263782566,1696555,11680804866507,11680804923490,7742,56983,56219,56219,54670,,,,,0,0,1,1024,32,32,TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1,32,1024,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,[],[],['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_hc_interleaved_partitioned.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'],['reader_unary_transpose_hc_interleaved_partitioned/15239100931391160273/'; 'writer_unary_interleaved_start_id/7922376937053049806/'],1,7570,7570,[277.03460693359375],[277.03460693359375],682678,6878
SliceDeviceOperation,tt_dnn_device,743,0,{'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'slice_end': 'Shape([1; 5; 1024; 32])'; 'slice_start': 'Shape([0; 0; 0; 0])'; 'step': 'std::nullopt'},,64,,81264562935,81265808416,1245481,11680804931343,11680804934921,7853,3578,2818,2818,2174,,,,,0,0,1,32,1024,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1,5,1024,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,[],[],['ttnn/cpp/ttnn/operations/data_movement/slice/device/kernels/dataflow/reader_unary_unpad_dims_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'],['reader_unary_unpad_dims_interleaved_start_id/11119271795369117054/'; 'writer_unary_interleaved_start_id/7922376937053049806/'],1,1,1,[2097152.0],[327680.0],513455,4614
Untilize,tt_dnn_device,744,0,{'fp32_dest_acc_en': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'use_multicore': 'true'; 'use_pack_untilize': 'true'},HiFi4,32,,81338242944,81800972762,462729818,11681328827524,11681328833631,523892603,6107,5655,5004,2454,3131,348,3476,,0,0,1,1,1024,160,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1,1,1024,160,ROW_MAJOR,BFLOAT16,DEV_0_L1_INTERLEAVED,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize.cpp'],['pack_untilize/6353723778487207899/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/writer_unary_stick_layout_split_rows_interleaved.cpp'],['reader_unary_interleaved_start_id/4661491229005780515/'; 'writer_unary_stick_layout_split_rows_interleaved/2257789231538287252/'],1,1,1,[327680.0],[327680.0],462059068,14104
InterleavedToShardedDeviceOperation,tt_dnn_device,745,0,{'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=0)]};shape={128; 160};orientation=ShardOrientation::ROW_MAJOR;halo=0))'},,8,,81896593554,82293226986,396633432,11681813944489,11681813952053,485110858,7564,6721,6721,6587,,,,,0,0,1,1,1024,160,ROW_MAJOR,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1,1,1024,160,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,[],[],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reader_unary_stick_layout_sharded_blocks_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded.cpp'],['reader_unary_stick_layout_sharded_blocks_interleaved_start_id/17606433741758537929/'; 'writer_unary_sharded/1940611696153341954/'],1,1,1,[327680.0],[327680.0],395956313,41355
HaloDeviceOperation,tt_dnn_device,746,0,{'config_': 'SlidingWindowConfig(batch_size=1; input_hw=(32;32); window_hw=(2;2); stride_hw=(2;2); pad_hw=(0;0); dilation_hw=(1;1); num_cores_nhw=8; core_range_set_={[(x=0;y=0) - (x=7;y=0)]})'; 'is_out_tiled_': 'true'; 'max_out_nsticks_per_core_': '128'; 'output_memory_config_': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=0)]};shape={128; 160};orientation=ShardOrientation::ROW_MAJOR;halo=0))'; 'pad_val_': '0'; 'parallel_config_': 'ParallelConfig(grid={[(x=0;y=0) - (x=7;y=0)]}; shard_scheme=HEIGHT_SHARDED; shard_orientation=ROW_MAJOR)'; 'remote_read_': 'false'; 'reshard_num_cores_nhw_': '0'; 'transpose_mcast_': 'false'},,8,,82305945377,82712427534,406482157,11682227039284,11682227042393,413087231,3109,2011,2011,1344,,,,,0,0,1,1,1024,160,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,1,1,1024,160,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,[],[],['ttnn/cpp/ttnn/operations/data_movement/untilize_with_halo_v2/device/kernels/dataflow/halo_gather.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize_with_halo_v2/device/kernels/dataflow/halo_gather.cpp'],['halo_gather/17203836131943582509/'; 'halo_gather/4745156866882016300/'],1,1,1,[327680.0],[327680.0],405545543,50515
MoveDeviceOperation,tt_dnn_device,747,0,{'move_op_parallelization_strategy': 'MoveOpParallelizationStrategy::MULTI_CORE_SHARDED'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=0)]};shape={128; 160};orientation=ShardOrientation::ROW_MAJOR;halo=1))'},,8,,82712938943,82713697997,759054,11682228437250,11682228440092,1394857,2842,1873,,1873,,,,,0,0,1,1,1024,160,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,1,1,1024,160,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,1,1,1024,160,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,[],[],['ttnn/cpp/ttnn/operations/data_movement/move/device/kernels/dataflow/reader_unary_local_l1_copy_backwards.cpp'],['reader_unary_local_l1_copy_backwards/2879884424502892051/'],1,1,1,[327680.0; 327680.0],[327680.0],339601,5903
OptimizedConvNew,tt_dnn_device,748,0,{'block_config': 'OptimizedConvBlockConfig(act_block_h_ntiles=1;act_block_w_ntiles=10;out_subblock_h_ntiles=1;out_subblock_w_ntiles=5)'; 'dtype': 'DataType::BFLOAT16'; 'enable_act_double_buffer': 'true'; 'enable_split_reader': 'false'; 'enable_subblock_padding': 'false'; 'extra_padding_for_32B_alignment': '0'; 'fuse_relu': 'false'; 'has_bias': 'true'; 'input_tensor_shape': '{1; 32; 32; 160}'; 'math_fidelity': 'LoFi'; 'output_channels': '160'; 'parallelization_config': 'OptimizedConvParallelizationConfig(grid_size=(x=8;y=1);num_cores_nhw=8;num_cores_c=1;per_core_out_matrix_height_ntiles=1;per_core_out_matrix_width_ntiles=5)'; 'sliding_window_config': 'SlidingWindowConfig(batch_size=1; input_hw=(32;32); window_hw=(2;2); stride_hw=(2;2); pad_hw=(0;0); dilation_hw=(1;1); num_cores_nhw=8; core_range_set_={[(x=0;y=0) - (x=7;y=0)]})'; 'untilize_out': 'false'; 'use_shallow_conv_variant': 'false'},LoFi,8,,82714158608,83368679848,654521240,11682873620187,11682873642392,645180095,22205,21740,20905,2317,20733,20757,20913,,0,0,1,1,1024,160,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,1,1,640,160,TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1,1,32,160,TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1,1,256,160,TILE,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/conv_bmm_tilize_col_major_out_blocks.cpp'],['conv_bmm_tilize_col_major_out_blocks/12158048492190546703/'],['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/writer_tiled_out_1d_mcast_sender_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/writer_tiled_out_1d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_conv_activations_padded_with_halo_3x3_weights_v2.cpp'],['writer_tiled_out_1d_mcast_sender_conv_weights_tiled_col_to_rm_blocks/12310735237650043533/'; 'writer_tiled_out_1d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks/12531303159442154611/'; 'reader_conv_activations_padded_with_halo_3x3_weights_v2/5047639553829145135/'],200,739,739,[443.4100036621094; 277.1312561035156],[110.85250091552734],653289272,33353
ShardedToInterleavedDeviceOperation,tt_dnn_device,749,0,{'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'},,8,,83420566374,83421139518,573144,11682925751113,11682925753945,52108721,2832,2061,2061,180,,,,,0,0,1,1,256,160,TILE,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,1,1,256,160,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,[],[],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded_blocks_interleaved_start_id.cpp'],['reader_unary_sharded/13852401704157245908/'; 'writer_unary_sharded_blocks_interleaved_start_id/3895660179965943433/'],1,1,1,[81920.0],[81920.0],300242,6746
LayerNorm,tt_dnn_device,750,0,{'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=HiFi4;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0)'; 'distributed_norm_stage': 'DistributedLayerNormStage::NOT_DISTRIBUTED'; 'eps': '1e-12'; 'norm_type': 'LayerNormType::LAYERNORM'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'program_config': 'LayerNormDefaultProgramConfig()'},HiFi4,8,,83454139350,84200969736,746830386,11683694009537,11683694021435,768255592,11898,11417,10439,9070,10290,10742,10257,,0,0,1,1,256,160,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,1,1,32,160,TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1,1,32,160,TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1,1,256,160,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm.cpp'],['layernorm/8440947687948577884/'],['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/reader_unary_interleaved_ln.cpp'; 'ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/writer_unary_interleaved_start_id_blocked.cpp'],['reader_unary_interleaved_ln/8558639076400257920/'; 'writer_unary_interleaved_start_id_blocked/8373741100055074674/'],1,1,1,[81920.0],[81920.0],746158131,16311
InterleavedToShardedDeviceOperation,tt_dnn_device,751,0,{'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=4;y=7)]};shape={32; 32};orientation=ShardOrientation::ROW_MAJOR;halo=0))'},HiFi4,40,,84271621674,84272426809,805135,11683764689885,11683764692265,70668450,2380,1917,1278,874,1439,378,614,,0,0,1,1,256,160,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1,1,256,160,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels//compute/eltwise_copy.cpp'],['eltwise_copy/1396072540151930932/'],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reader_unary_sharded_blocks_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded.cpp'],['reader_unary_sharded_blocks_interleaved_start_id/1538163059219310534/'; 'writer_unary_sharded/3952681489621149136/'],1,1,1,[81920.0],[40960.0],440527,5810
Matmul,tt_dnn_device,752,0,{'bcast_batch': '1'; 'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0)'; 'output_dtype': 'DataType::BFLOAT8_B'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'output_tile': 'std::nullopt'; 'program_config': 'std::nullopt'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': '(x=5;y=8)'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},LoFi,40,,84307128734,84872004350,564875616,11684355274173,11684355279564,590581908,5391,4932,4102,2611,4319,4435,3969,,0,0,1,1,256,160,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,1,1,160,160,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,32,160,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,256,160,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/2682338683847447226/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_receiver_padding_block_sharded.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_receiver_writer_padding.cpp'],['reader_bmm_tile_layout_in0_sender_receiver_padding_block_sharded/15610000072000223984/'; 'reader_bmm_tile_layout_in1_sender_writer_padding/10090550261430139449/'; 'reader_bmm_tile_layout_in1_receiver_writer_padding/6765714808696975136/'],50,92,92,[445.2173767089844; 278.2608642578125],[445.2173767089844],563992777,16108
ShardedToInterleavedDeviceOperation,tt_dnn_device,753,0,{'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'},HiFi4,40,,84910092284,84911288755,1196471,11684394225394,11684394228035,38945830,2641,2172,1523,251,791,343,583,,0,0,1,1,256,160,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,1,1,256,160,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,['ttnn/cpp/ttnn/deprecated/tt_dnn/kernels/compute/eltwise_copy.cpp'],['eltwise_copy/15955661164578943208/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded_blocks_interleaved_start_id.cpp'],['reader_unary_sharded/15101280019659548953/'; 'writer_unary_sharded_blocks_interleaved_start_id/15530288891831265861/'],1,1,1,[40960.0],[81920.0],522923,116699
UntilizeWithUnpadding,tt_dnn_device,754,0,{'fp32_dest_acc_en': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt)'; 'output_tensor_end': 'Shape([0; 255; 4; 31])'; 'use_multicore': 'true'; 'use_pack_untilize': 'true'},HiFi4,64,,85115725486,85116750729,1025243,11684596751674,11684596764700,202523639,13026,12548,11895,5989,6528,5090,10179,,0,0,1,256,32,32,TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1,256,5,32,ROW_MAJOR,BFLOAT16,DEV_0_DRAM_INTERLEAVED,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize.cpp'],['pack_untilize/17465148540082631089/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize_with_unpadding/device/kernels/dataflow/writer_unary_stick_layout_split_rows_multicore.cpp'],['reader_unary_interleaved_start_id/9028800350131842514/'; 'writer_unary_stick_layout_split_rows_multicore/4346039909929996705/'],1,1892,1892,[277.1078186035156],[43.298095703125],546419,5301
TilizeWithValPadding,tt_dnn_device,755,0,{'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt)'; 'output_tensor_shape': 'Shape([1; 256; 32; 32])'; 'pad_value': '0'; 'use_multicore': 'false'},HiFi4,1,,85117138031,85117756785,618754,11684597752572,11684599722606,987872,1970034,1969570,1968913,1968098,1968524,1953605,1961516,,0,0,1,256,5,32,ROW_MAJOR,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1,256,32,32,TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,['ttnn/cpp/ttnn/deprecated/tt_dnn/kernels/compute/tilize.cpp'],['tilize/9887374983568429981/'],['ttnn/cpp/ttnn/operations/data_movement/tilize_with_val_padding/device/kernels/dataflow/reader_unary_pad_dims_split_rows.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'],['reader_unary_pad_dims_split_rows/3057976061881958160/'; 'writer_unary_interleaved_start_id/8824421154216776209/'],1,1892,1892,[43.298095703125],[277.1078186035156],400444,4695
Transpose,tt_dnn_device,756,0,{'dim': 'TransposeOpDim::HC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'},,64,,85118029173,85118911116,881943,11684599730161,11684599745921,7555,15760,14999,14999,14131,,,,,0,0,1,256,32,32,TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1,32,256,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,[],[],['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_hc_interleaved_partitioned.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'],['reader_unary_transpose_hc_interleaved_partitioned/15239100931391160273/'; 'writer_unary_interleaved_start_id/7922376937053049806/'],1,1892,1892,[277.1078186035156],[277.1078186035156],514078,4371
SliceDeviceOperation,tt_dnn_device,757,0,{'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'slice_end': 'Shape([1; 5; 256; 32])'; 'slice_start': 'Shape([0; 0; 0; 0])'; 'step': 'std::nullopt'},,64,,85119229409,85120017134,787725,11684599990680,11684599993148,244759,2468,1713,1713,1123,,,,,0,0,1,32,256,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1,5,256,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,[],[],['ttnn/cpp/ttnn/operations/data_movement/slice/device/kernels/dataflow/reader_unary_unpad_dims_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'],['reader_unary_unpad_dims_interleaved_start_id/11119271795369117054/'; 'writer_unary_interleaved_start_id/7922376937053049806/'],1,1,1,[524288.0],[81920.0],416849,4554
