OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,ATTRIBUTES,MATH FIDELITY,CORE COUNT,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],INPUT_0_W,INPUT_0_Z,INPUT_0_Y,INPUT_0_X,INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W,INPUT_1_Z,INPUT_1_Y,INPUT_1_X,INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,INPUT_2_W,INPUT_2_Z,INPUT_2_Y,INPUT_2_X,INPUT_2_LAYOUT,INPUT_2_DATATYPE,INPUT_2_MEMORY,OUTPUT_0_W,OUTPUT_0_Z,OUTPUT_0_Y,OUTPUT_0_X,OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,OUTPUT_1_W,OUTPUT_1_Z,OUTPUT_1_Y,OUTPUT_1_X,OUTPUT_1_LAYOUT,OUTPUT_1_DATATYPE,OUTPUT_1_MEMORY,OUTPUT_2_W,OUTPUT_2_Z,OUTPUT_2_Y,OUTPUT_2_X,OUTPUT_2_LAYOUT,OUTPUT_2_DATATYPE,OUTPUT_2_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,BRISC MAX KERNEL SIZE [B],NCRISC MAX KERNEL SIZE [B],TRISC 0 MAX KERNEL SIZE [B],TRISC 1 MAX KERNEL SIZE [B],TRISC 2 MAX KERNEL SIZE [B],ERISC MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,CompileProgram_TT_HOST_FUNC [ns],HWCommandQueue_write_buffer_TT_HOST_FUNC [ns]
LayerNorm,tt_dnn_device,916,0,{'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0;dst_full_sync_en=0)'; 'distributed_norm_stage': 'DistributedLayerNormStage::NOT_DISTRIBUTED'; 'dtype': 'std::nullopt'; 'eps': '1e-12'; 'norm_type': 'LayerNormType::LAYERNORM'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'program_config': 'LayerNormDefaultProgramConfig()'},LoFi,64,,30104821920,30106155483,1333563,1761606652543,1761606666943,1491111,14400,13757,9797,13637,12041,1261,12869,8865,12473,12975,12482,,,,1,1,4096,64,TILE,BFLOAT8_B,DEV_0_L1_INTERLEAVED,1,1,32,64,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,32,64,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,4096,64,TILE,BFLOAT8_B,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm.cpp'],['layernorm/8804150095593326473/'],['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/reader_unary_interleaved_ln.cpp'; 'ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/writer_unary_interleaved_start_id_blocked.cpp'],['reader_unary_interleaved_ln/3242969664152567281/'; 'writer_unary_interleaved_start_id_blocked/9182778125024018386/'],696,1800,4240,3144,4488,0,1,1,1,[262144.0],[262144.0],267980,7380
InterleavedToShardedDeviceOperation,tt_dnn_device,917,0,{'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=1;y=7)]};shape={512; 32};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::PHYSICAL;physical_shard_shape=std::nullopt))'},,16,,30106440196,30426846797,320406601,1761922505349,1761922510032,315839224,4683,3780,3084,3637,3444,278,3780,3659,,,,,,,1,1,4096,64,TILE,BFLOAT8_B,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1,1,4096,64,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reader_unary_sharded_blocks_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded.cpp'],['reader_unary_sharded_blocks_interleaved_start_id/5932258091956065921/'; 'writer_unary_sharded/4152704627781621048/'],368,772,0,0,0,0,1,1,1,[262144.0],[262144.0],319669579,16766
Matmul,tt_dnn_device,918,0,{'bcast_batch': '1'; 'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0)'; 'global_cb': 'std::nullopt'; 'output_dtype': 'DataType::BFLOAT8_B'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'output_tile': 'Tile(tile_shape={32; 32};face_shape={16; 16};num_faces=4)'; 'program_config': 'std::nullopt'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': '(x=2;y=8)'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},LoFi,16,,30427059619,31024486793,597427174,1762511138577,1762511152356,588629564,13779,12828,12469,12706,12581,658,12797,2561,12426,12262,12682,,,,1,1,4096,64,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,1,1,64,256,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,32,256,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,4096,256,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/7996682962333086709/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_receiver_padding_block_sharded.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_receiver_writer_padding.cpp'],['reader_bmm_tile_layout_in0_sender_receiver_padding_block_sharded/6109310716071128269/'; 'reader_bmm_tile_layout_in1_sender_writer_padding/12302177511721276472/'; 'reader_bmm_tile_layout_in1_receiver_writer_padding/910335567103437529/'],1504,1248,2224,1540,4504,0,512,512,59,[512.0; 32.0],[2048.0],596023813,21177
ShardedToInterleavedDeviceOperation,tt_dnn_device,919,0,{'output_dtype': 'DataType::BFLOAT8_B'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'},,16,,31024711391,31025688865,977474,1762512693900,1762512716744,1542382,22844,22022,19046,21836,20745,231,22022,242,,,,,,,1,1,4096,256,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,1,1,4096,256,TILE,BFLOAT8_B,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded_blocks_interleaved_start_id.cpp'],['reader_unary_sharded/17490408115384435264/'; 'writer_unary_sharded_blocks_interleaved_start_id/13698581734838440681/'],760,396,0,0,0,0,1,1,1,[1048576.0],[1048576.0],349175,8140
Untilize,tt_dnn_device,920,0,{'fp32_dest_acc_en': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'; 'use_pack_untilize': 'true'},HiFi4,64,,31025894082,31518050879,492156797,1762997728616,1762997745237,485012505,16621,15998,8563,15880,12299,859,15479,7417,7917,8216,8508,,,,1,1,4096,256,TILE,BFLOAT8_B,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1,1,4096,256,ROW_MAJOR,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize.cpp'],['pack_untilize/12466398766019298825/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/writer_unary_stick_layout_split_rows_interleaved.cpp'],['reader_unary_interleaved_start_id/18267044797467787635/'; 'writer_unary_stick_layout_split_rows_interleaved/11027805035210510172/'],952,580,1108,1124,2072,0,1,1,1,[1048576.0],[2097152.0],490271250,243959
InterleavedToShardedDeviceOperation,tt_dnn_device,921,0,{'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=7)]};shape={64; 256};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::LOGICAL;physical_shard_shape={64; 256}))'},,64,,31549258424,31868304312,319045888,1763343144480,1763343161617,345400041,17137,16239,15053,16206,15676,276,16239,16117,,,,,,,1,1,4096,256,ROW_MAJOR,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1,1,4096,256,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reader_unary_stick_layout_sharded_blocks_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded.cpp'],['reader_unary_stick_layout_sharded_blocks_interleaved_start_id/8184304556234841728/'; 'writer_unary_sharded/3277270385965701132/'],368,1084,0,0,0,0,1,1,1,[2097152.0],[2097152.0],318175271,7474
MoveDeviceOperation,tt_dnn_device,922,0,{'move_op_parallelization_strategy': 'MoveOpParallelizationStrategy::MULTI_CORE_SHARDED'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=7)]};shape={64; 256};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::LOGICAL;physical_shard_shape={64; 256}))'},,64,,31868350293,31869142198,791905,1763343996621,1763343999221,836017,2600,1575,1295,1415,1387,174,,1575,,,,,,,1,1,4096,256,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,1,1,4096,256,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,1,1,4096,256,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/move/device/kernels/dataflow/reader_unary_local_l1_copy_backwards.cpp'],['reader_unary_local_l1_copy_backwards/16802415169621352345/'],0,796,0,0,0,0,1,1,1,[2097152.0; 2097152.0],[2097152.0],369203,6188
HaloDeviceOperation,tt_dnn_device,923,0,{'config_': 'SlidingWindowConfig(batch_size=1; input_hw=(64;64); window_hw=(3;3); stride_hw=(1;1); pad_hw=(1;1); dilation_hw=(1;1); num_cores_nhw=64; num_cores_c=1; core_range_set_={[(x=0;y=0) - (x=7;y=7)]})'; 'is_out_tiled_': 'true'; 'max_out_nsticks_per_core_': '198'; 'output_memory_config_': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=7)]};shape={64; 256};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::LOGICAL;physical_shard_shape={64; 256}))'; 'pad_val_': '0'; 'parallel_config_': 'ParallelConfig(grid={[(x=0;y=0) - (x=7;y=7)]}; shard_scheme=HEIGHT_SHARDED; shard_orientation=ROW_MAJOR)'; 'remote_read_': 'false'; 'reshard_num_cores_nhw_': '0'; 'transpose_mcast_': 'false'},,64,,31869232573,32208795021,339562448,1763678372188,1763678388003,334374257,15815,14535,5786,14391,10012,373,1972,14357,,,,,,,1,1,4096,256,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,1,1,12672,256,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/untilize_with_halo_v2/device/kernels/dataflow/halo_gather.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize_with_halo_v2/device/kernels/dataflow/halo_gather.cpp'],['halo_gather/13157573480428962770/'; 'halo_gather/10662122947979020947/'],868,1084,0,0,0,0,1,1,1,[2097152.0],[6488064.0],337207600,273783
MoveDeviceOperation,tt_dnn_device,924,0,{'move_op_parallelization_strategy': 'MoveOpParallelizationStrategy::MULTI_CORE_SHARDED'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=7)]};shape={198; 256};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::LOGICAL;physical_shard_shape={198; 256}))'},,64,,32208915050,32210421576,1506526,1763680102976,1763680108338,1715986,5362,4339,4048,4189,4077,179,,4339,,,,,,,1,1,12672,256,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,1,1,12672,256,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,1,1,12672,256,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/move/device/kernels/dataflow/reader_unary_local_l1_copy_backwards.cpp'],['reader_unary_local_l1_copy_backwards/16802415169621352345/'],0,796,0,0,0,0,1,1,1,[6488064.0; 6488064.0],[6488064.0],304544,11434
OptimizedConvNew,tt_dnn_device,925,0,{'block_config': 'OptimizedConvBlockConfig(act_block_h_ntiles=2;act_block_w_ntiles=24;out_subblock_h_ntiles=1;out_subblock_w_ntiles=8)'; 'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0;dst_full_sync_en=0)'; 'dtype': 'DataType::BFLOAT8_B'; 'enable_act_double_buffer': 'true'; 'enable_split_reader': 'false'; 'enable_subblock_padding': 'false'; 'enable_weights_double_buffer': 'false'; 'fuse_relu': 'false'; 'has_bias': 'true'; 'input_tensor_shape': '{1; 64; 64; 256}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=7)]};shape={64; 256};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::PHYSICAL;physical_shard_shape=std::nullopt))'; 'output_channels': '256'; 'parallelization_config': 'OptimizedConvParallelizationConfig(grid_size=(x=8;y=8);num_cores_nhw=64;num_cores_c=1;per_core_out_matrix_height=64;per_core_out_matrix_width=256)'; 'sliding_window_config': 'SlidingWindowConfig(batch_size=1; input_hw=(64;64); window_hw=(3;3); stride_hw=(1;1); pad_hw=(1;1); dilation_hw=(1;1); num_cores_nhw=64; num_cores_c=1; core_range_set_={[(x=0;y=0) - (x=7;y=7)]})'; 'untilize_out': 'false'; 'use_shallow_conv_variant': 'false'},LoFi,64,,32210537584,32860965416,650427832,1764320891031,1764321030204,640784180,139173,137792,136743,137744,137496,1179,137762,12885,137380,137185,137633,,,,1,1,12672,256,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,1,1,2304,256,TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1,1,32,256,TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1,1,4096,256,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/conv_bmm_tilize_col_major_out_blocks.cpp'],['conv_bmm_tilize_col_major_out_blocks/10225408981058519430/'],['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/writer_tiled_out_1d_mcast_sender_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/writer_tiled_out_1d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_conv_activations_padded_with_halo_3x3_weights_v2.cpp'],['writer_tiled_out_1d_mcast_sender_conv_weights_tiled_col_to_rm_blocks/11982393721681494653/'; 'writer_tiled_out_1d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks/4472684971128952186/'; 'reader_conv_activations_padded_with_halo_3x3_weights_v2/15318504822524591806/'],1680,808,3560,2852,3556,0,18432,18432,4258,[352.0; 64.0],[56.88888931274414],647510143,171488
UnaryDeviceOperation,tt_dnn_device,926,0,{'bfp8_pack_precise': 'false'; 'fp32_dest_acc_en': 'false'; 'op_chain': '{UnaryWithParam(op_type=UnaryOpType::GELU;param={0})}'; 'output_dtype': 'DataType::BFLOAT8_B'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=7)]};shape={64; 256};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::PHYSICAL;physical_shard_shape=std::nullopt))'; 'preserve_fp32_precision': 'false'},HiFi4,64,,32861238244,33393448150,532209906,1764845843074,1764845871469,524813507,28395,27711,27477,27551,27531,464,,220,20954,27711,25894,,,,1,1,4096,256,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,1,1,4096,256,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/compute/eltwise_sfpu.cpp'],['eltwise_sfpu/11676574628824678763/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_sharded.cpp'],['reader_unary_sharded/9253322442244594927/'],0,396,1052,1200,1460,0,1,1,1,[],[],530563511,18567
ReshardDeviceOperation,tt_dnn_device,927,0,{'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=1;y=7)]};shape={512; 128};orientation=ShardOrientation::ROW_MAJOR;mode=ShardMode::PHYSICAL;physical_shard_shape=std::nullopt))'},,16,,33393758506,33719742972,325984466,1765167476326,1765167480339,321606065,4013,2748,2385,2600,2487,338,2683,2584,,,,,,,1,1,4096,256,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,1,1,4096,256,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reshard_reader.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reshard_reader.cpp'],['reshard_reader/17727287928657697477/'; 'reshard_reader/7494036403091342048/'],840,836,0,0,0,0,1,1,1,[1048576.0],[1048576.0],324607292,19500
Matmul,tt_dnn_device,928,0,{'bcast_batch': '1'; 'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0)'; 'global_cb': 'std::nullopt'; 'output_dtype': 'DataType::BFLOAT8_B'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'output_tile': 'Tile(tile_shape={32; 32};face_shape={16; 16};num_faces=4)'; 'program_config': 'std::nullopt'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': '(x=2;y=8)'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},LoFi,16,,33720071579,34327425128,607353549,1765766248561,1765766259102,598769253,10541,9599,9088,9462,9177,694,9576,6334,9180,9008,9447,,,,1,1,4096,256,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,1,1,256,64,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,32,64,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,4096,64,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/17042944186549273365/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_receiver_padding_block_sharded.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_receiver_writer_padding.cpp'],['reader_bmm_tile_layout_in0_sender_receiver_padding_block_sharded/10331412225583501885/'; 'reader_bmm_tile_layout_in1_sender_writer_padding/11722929374720951979/'; 'reader_bmm_tile_layout_in1_receiver_writer_padding/1475295420679828181/'],1616,1244,2188,2288,4540,0,512,512,59,[2048.0; 32.0],[512.0],605929668,19680
ShardedToInterleavedDeviceOperation,tt_dnn_device,929,0,{'output_dtype': 'DataType::BFLOAT8_B'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'},,16,,34327656384,34328688911,1032527,1765767755451,1765767762113,1497180,6662,5839,5050,5732,5373,207,5839,214,,,,,,,1,1,4096,64,TILE,BFLOAT8_B,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,1,1,4096,64,TILE,BFLOAT8_B,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded_blocks_interleaved_start_id.cpp'],['reader_unary_sharded/17490408115384435264/'; 'writer_unary_sharded_blocks_interleaved_start_id/13698581734838440681/'],760,396,0,0,0,0,1,1,1,[262144.0],[262144.0],319698,11730
BinaryDeviceOperation,tt_dnn_device,930,0,{'activations': 'std::nullopt'; 'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT8_B'; 'input_tensor_a_activation': 'std::nullopt'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'scalar': 'std::nullopt'; 'worker_grid': '{[(x=0;y=0) - (x=7;y=7)]}'},HiFi4,64,,34328868517,34330470782,1602265,1765769660112,1765769664813,1898645,4701,4056,2658,3948,3319,512,3870,3227,3525,2717,3138,,,,1,1,16384,32,TILE,BFLOAT8_B,DEV_0_L1_INTERLEAVED,1,1,16384,32,TILE,BFLOAT8_B,DEV_0_L1_INTERLEAVED,,,,,,,,1,1,16384,32,TILE,BFLOAT8_B,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/compute/eltwise_binary_kernel.cpp'],['eltwise_binary_kernel/7651959782377118590/'],['ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/dataflow/reader_binary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'],['reader_binary_interleaved_start_id/6357130408499668107/'; 'writer_unary_interleaved_start_id/7261982661791173712/'],632,772,1292,716,1592,0,121,121,1,[4332.95849609375; 4332.95849609375],[4332.95849609375],319406,11214
LayerNorm,tt_dnn_device,931,0,{'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0;dst_full_sync_en=0)'; 'distributed_norm_stage': 'DistributedLayerNormStage::NOT_DISTRIBUTED'; 'dtype': 'std::nullopt'; 'eps': '1e-12'; 'norm_type': 'LayerNormType::LAYERNORM'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'program_config': 'LayerNormDefaultProgramConfig()'},LoFi,64,,34330760472,34332733281,1972809,1765771869937,1765771884353,2205774,14416,13766,9816,13633,12080,1269,12879,8850,12478,12967,12498,,,,1,1,4096,64,TILE,BFLOAT8_B,DEV_0_L1_INTERLEAVED,1,1,32,64,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,32,64,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,4096,64,TILE,BFLOAT8_B,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm.cpp'],['layernorm/8804150095593326473/'],['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/reader_unary_interleaved_ln.cpp'; 'ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/writer_unary_interleaved_start_id_blocked.cpp'],['reader_unary_interleaved_ln/3242969664152567281/'; 'writer_unary_interleaved_start_id_blocked/9182778125024018386/'],696,1800,4240,3144,4488,0,1,1,1,[262144.0],[262144.0],473093,12257
